公園番号,公園名称,ｶﾅ公園名称,公園種別,所在地,所管名,支所名,校区名,開設面積（ha）
403-101,深井北町すいか広場,ﾌｶｲｷﾀﾏﾁｽｲｶﾋﾛﾊﾞ,広場,中区深井北町８５８－４,原池,中,深井西,0.02
403-102,城山台あおさぎ広場,ｼﾛﾔﾏﾀﾞｲｱｵｻｷﾞﾋﾛﾊﾞ,広場,南区城山台１丁３２－１,泉ヶ丘,南,城山台,0.02
403-103,城山台くろつぐみ広場,ｼﾛﾔﾏﾀﾞｲｸﾛﾂｸﾞﾐﾋﾛﾊﾞ,広場,南区城山台１丁３３－６,泉ヶ丘,南,城山台,0.02
403-104,蔵前町ビワ広場,ｸﾗﾏｴﾁｮｳﾋﾞﾜﾋﾛﾊﾞ,広場,北区蔵前町２丁１４１４－２,大浜,北,五箇荘,0.02
403-105,大美野アロエ広場,ｵｵﾐﾉｱﾛｴﾋﾛﾊﾞ,広場,東区大美野４０－２２,原池,東,登美丘西,0.02
403-106,高倉台みかん広場,ﾀｶｸﾗﾀﾞｲﾐｶﾝﾋﾛﾊﾞ,広場,南区高倉台１丁１３８０－２６,泉ヶ丘,南,高倉台西,0.02
403-107,草部あんず広場,ｸｻﾍﾞｱﾝｽﾞﾋﾛﾊﾞ,広場,西区草部８９２－４,大浜,西,福泉,0.02
403-108,毛穴町チェリー広場,ｹﾅﾁｮｳﾁｪﾘｰﾋﾛﾊﾞ,広場,中区毛穴町３８８－７,原池,中,八田荘,0.02
403-109,高倉台マロン広場,ﾀｶｸﾗﾀﾞｲﾏﾛﾝﾋﾛﾊﾞ,広場,南区高倉台２丁７１１－６,泉ヶ丘,南,高倉台西,0.02
403-110,浜寺船尾町東さくらんぼ広場,ﾊﾏﾃﾞﾗﾌﾅｵﾁｮｳﾋｶﾞｼｻｸﾗﾝﾎﾞﾋﾛﾊﾞ,広場,西区浜寺船尾町東１丁１－２９,大浜,西,浜寺東,0.02
403-111,草部ナッツ広場,ｸｻﾍﾞﾅｯﾂﾋﾛﾊﾞ,広場,西区草部１３１１－４,大浜,西,福泉,0.02
403-112,松屋町ぐみ広場,ﾏﾂﾔﾁｮｳｸﾞﾐﾋﾛﾊﾞ,広場,堺区松屋町２丁４５－８,大浜,堺,三宝,0.02
403-113,菱木なつめ広場,ﾋｼｷﾅﾂﾒﾋﾛﾊﾞ,広場,西区菱木２丁２１８４－２３,大浜,西,福泉,0.01
403-114,堀上町ライチ広場,ﾎﾘｱｹﾞﾁｮｳﾗｲﾁﾋﾛﾊﾞ,広場,中区堀上町２８２－１１,原池,中,八田荘,0.01
403-115,鴨谷台ネーブル広場,ｶﾓﾀﾆﾀﾞｲﾈｰﾌﾞﾙﾋﾛﾊﾞ,広場,南区鴨谷台１丁４６－１０,泉ヶ丘,南,美木多,0.01
403-116,鳳中町クランベリー広場,ｵｵﾄﾘﾅｶﾏﾁｸﾗﾝﾍﾞﾘｰﾋﾛﾊﾞ,広場,西区鳳中町８丁２５６－４,大浜,西,鳳,0.02
403-117,深井東町ジューンベリー広場,ﾌｶｲﾋｶﾞｼﾏﾁｼﾞｭｰﾝﾍﾞﾘｰﾋﾛﾊﾞ,広場,中区深井東町３４３－３７,原池,中,東深井,0.02
403-118,見野山ザクロ広場,ﾐﾉﾔﾏｻﾞｸﾛﾋﾛﾊﾞ,広場,中区見野山４２－３２,原池,中,東陶器,0.03
403-119,土塔町さんさん広場,ﾄﾞﾄｳﾁｮｳｻﾝｻﾝﾋﾛﾊﾞ,広場,中区土塔町２０４４－１４５,原池,中,東百舌鳥,0.02
403-120,伏尾レモングラス広場,ﾌｾｵﾚﾓﾝｸﾞﾗｽﾋﾛﾊﾞ,広場,中区伏尾２７－３７,原池,中,久世,0.02
403-121,上野芝町ジャスミン広場,ｳｴﾉｼﾊﾞﾁｮｳｼﾞｬｽﾐﾝﾋﾛﾊﾞ,広場,西区上野芝町３丁６４７－１２,大浜,西,上野芝,0.02
403-122,菱木ホップ広場,ﾋｼｷﾎｯﾌﾟﾋﾛﾊﾞ,広場,西区菱木２丁２１１７－３４,大浜,西,福泉,0.02
403-123,八田北町きぬがさそう広場,ﾊﾝﾀﾞｷﾀﾁｮｳｷﾇｶﾞｻｿｳﾋﾛﾊﾞ,広場,中区八田北町６０７－４,原池,中,八田荘,0.02
403-124,北条町ステビア広場,ﾎｳｼﾞｮｳﾁｮｳｽﾃﾋﾞｱﾋﾛﾊﾞ,広場,西区北条町２丁４８３－６,大浜,西,向丘,0.02
403-125,赤坂台ミツバ広場,ｱｶｻｶﾀﾞｲﾐﾂﾊﾞﾋﾛﾊﾞ,広場,南区赤坂台６丁１６－４９,泉ヶ丘,南,赤坂台,0.01
403-126,浜寺南町ふきのとう広場,ﾊﾏﾃﾞﾗﾐﾅﾐﾏﾁﾌｷﾉﾄｳﾋﾛﾊﾞ,広場,西区浜寺南町１丁２１－８,大浜,西,浜寺昭和,0.02
403-127,太平寺パパイヤ広場,ﾀｲﾍｲｼﾞﾊﾟﾊﾟｲﾔﾋﾛﾊﾞ,広場,西区太平寺１２２－２７,大浜,西,福泉,0.02
403-128,高松チコリ広場,ﾀｶﾏﾂﾁｺﾘﾋﾛﾊﾞ,広場,東区高松３６３－３７,原池,東,登美丘南,0.03
403-129,稲葉キャラウェイ広場,ｲﾅﾊﾞｷｬﾗｳｪｲﾋﾛﾊﾞ,広場,南区稲葉３丁３２５－２５,泉ヶ丘,南,福泉中央,0.02
403-130,深井中町コモンタイム広場,ﾌｶｲﾅｶﾏﾁｺﾓﾝﾀｲﾑﾋﾛﾊﾞ,広場,中区深井中町１２１１－５２,原池,中,深井,0.01
403-131,学園町サンマリノ広場,ｶﾞｸｴﾝﾁｮｳｻﾝﾏﾘﾉﾋﾛﾊﾞ,広場,中区学園町２１７－６２,原池,中,東百舌鳥,0.02
403-132,草部バジル広場,ｸｻﾍﾞﾊﾞｼﾞﾙﾋﾛﾊﾞ,広場,西区草部１２４２－１,大浜,西,福泉,0.03
403-133,浜寺南町クリスマスローズ広場,ﾊﾏﾃﾞﾗﾐﾅﾐﾏﾁｸﾘｽﾏｽﾛｰｽﾞﾋﾛﾊﾞ,広場,西区浜寺南町１丁１５－３,大浜,西,浜寺昭和,0.02
403-134,学園町ヒソップ広場,ｶﾞｸｴﾝﾁｮｳﾋｿｯﾌﾟﾋﾛﾊﾞ,広場,中区学園町２１７－８４,原池,中,東百舌鳥,0.02
403-135,土塔町フェンネル公園,ﾄﾞﾄｳﾁｮｳﾌｪﾝﾈﾙｺｳｴﾝ,広場,中区福田１３５０－８,原池,中,福田,0.02
403-136,金岡町ラベンダー広場,ｶﾅｵｶﾁｮｳﾗﾍﾞﾝﾀﾞｰﾋﾛﾊﾞ,広場,北区金岡町１９４３－１３,大浜,北,金岡南,0.02
403-137,土塔町アンジェリカ広場,ﾄﾞﾄｳﾁｮｳｱﾝｼﾞｪﾘｶﾋﾛﾊﾞ,広場,中区土塔町１５９－５,原池,中,東百舌鳥,0.03
403-138,百舌鳥本町チャービル広場,ﾓｽﾞﾎﾝﾏﾁﾁｬｰﾋﾞﾙﾋﾛﾊﾞ,広場,北区百舌鳥本町１丁１０５－７,大浜,北,西百舌鳥,0.02
403-139,草部サンタイム広場,ｸｻﾍﾞｻﾝﾀｲﾑﾋﾛﾊﾞ,広場,西区草部３１１－４１,大浜,西,福泉,0.03
403-140,東山エルダー広場,ﾋｶﾞｼﾔﾏｴﾙﾀﾞｰﾋﾛﾊﾞ,広場,中区東山６９９－７,原池,中,久世,0.03
403-141,下田町リーフ広場,ｼﾓﾀﾞﾁｮｳﾘｰﾌﾋﾛﾊﾞ,広場,西区下田町１４５－３,大浜,西,津久野,0.03
403-142,山本町オリーブ広場,ﾔﾏﾓﾄﾁｮｳｵﾘｰﾌﾞﾋﾛﾊﾞ,広場,堺区山本町５丁１１７－３,大浜,堺,三宝,0.02
403-143,日置荘原寺町タンデライオン広場,ﾋｷｼｮｳﾊﾗﾃﾞﾗﾏﾁﾀﾝﾃﾞﾗｲｵﾝﾋﾛﾊﾞ,広場,東区日置荘原寺町４３７－５,原池,東,日置荘,0.02
403-144,深井沢町みやこわすれ西広場,ﾌｶｲｻﾜﾏﾁﾐﾔｺﾜｽﾚﾆｼﾋﾛﾊﾞ,広場,中区深井沢町３４０２－２,原池,中,東深井,0.01
403-145,原山台ラヴィッジ広場,ﾊﾗﾔﾏﾀﾞｲﾗｳﾞｨｯｼﾞﾋﾛﾊﾞ,広場,南区原山台５丁４５６－２２２,泉ヶ丘,南,原山台東,0.02
403-146,赤坂台マートル広場,ｱｶｻｶﾀﾞｲﾏｰﾄﾙﾋﾛﾊﾞ,広場,南区赤坂台４丁２０－１１,泉ヶ丘,南,赤坂台,0.02
403-147,金岡町サフラワー広場,ｶﾅｵｶﾁｮｳｻﾌﾗﾜｰﾋﾛﾊﾞ,広場,北区金岡町１６１０－１４,大浜,北,金岡南,0.01
403-148,和田ムーレイン広場,ﾜﾀﾞﾑｰﾚｲﾝﾋﾛﾊﾞ,広場,南区小代７３１－２３,泉ヶ丘,南,宮山台,0.02
403-149,金岡町スイートバイオレット広場,ｶﾅｵｶﾁｮｳｽｲｰﾄﾊﾞｲｵﾚｯﾄﾋﾛﾊﾞ,広場,北区金岡町１２０７－５５,大浜,北,金岡南,0.02
403-150,東三国ヶ丘町ベトニー広場,ﾋｶﾞｼﾐｸﾆｶﾞｵｶﾁｮｳﾍﾞﾄﾆｰﾋﾛﾊﾞ,広場,北区東三国ヶ丘町３丁２１８１－９,大浜,北,東三国丘,0.03
403-151,深井中町カモミール広場,ﾌｶｲﾅｶﾏﾁｶﾓﾐｰﾙﾋﾛﾊﾞ,広場,中区深井中町３０７６－３,原池,中,深井西,0.01
403-152,岩室ロケットサラダ広場,ｲﾜﾑﾛﾛｹｯﾄｻﾗﾀﾞﾋﾛﾊﾞ,広場,南区岩室２０３－４,泉ヶ丘,南,晴美台,0.02
403-153,鳳南町アカバナ広場,ｵｵﾄﾘﾐﾅﾐﾏﾁｱｶﾊﾞﾅﾋﾛﾊﾞ,広場,西区鳳南町５丁６７０－６,大浜,西,鳳南,0.01
403-154,丈六ミクリ広場,ｼﾞｮｳﾛｸﾐｸﾘﾋﾛﾊﾞ,広場,東区丈六９７－３,原池,東,登美丘東,0.02
403-155,鳳北町キクモ広場,ｵｵﾄﾘｷﾀﾏﾁｷｸﾓﾋﾛﾊﾞ,広場,西区鳳北町２丁８０－２３,大浜,西,鳳,0.01
403-156,片蔵ヤマザクラ広場,ｶﾀｸﾗﾔﾏｻﾞｸﾗﾋﾛﾊﾞ,広場,南区片蔵１４４９－３８０,泉ヶ丘,南,上神谷,0.01
403-157,福田ミズニラ広場,ﾌｸﾀﾞﾐｽﾞﾆﾗﾋﾛﾊﾞ,広場,中区福田７０４－１９,原池,中,福田,0.03
403-158,陶器北ミズワラビ広場,ﾄｳｷｷﾀﾐｽﾞﾜﾗﾋﾞﾋﾛﾊﾞ,幼児,中区陶器北５－４,原池,中,福田,0.05
403-159,陶器北ミズドクサ広場,ﾄｳｷｷﾀﾐｽﾞﾄﾞｸｻﾋﾛﾊﾞ,広場,中区深井畑山町４３４－４,原池,中,福田,0.01
403-160,伏尾シロヤナギ広場,ﾌｾｵｼﾛﾔﾅｷﾞﾋﾛﾊﾞ,広場,中区伏尾７６０－１２,原池,中,久世,0.01
403-161,上ひよこ広場,ｶﾐﾋﾖｺﾋﾛﾊﾞ,広場,西区上４１－３８,大浜,西,福泉上,0.02
403-162,深井中町ヒメガマ広場,ﾌｶｲﾅｶﾏﾁﾋﾒｶﾞﾏﾋﾛﾊﾞ,広場,中区深井中町４８８－１７,原池,中,深井,0.01
403-163,菱木ヒメビシ広場,ﾋｼｷﾋﾒﾋﾞｼﾋﾛﾊﾞ,広場,西区菱木２丁２１２７－２０,大浜,西,福泉,0.02
403-164,平井バード広場,ﾋﾗｲﾊﾞｰﾄﾞﾋﾛﾊﾞ,広場,中区平井５６３－９,原池,中,久世,0.02
403-165,檜尾ヒメシロネ広場,ﾋﾉｵﾋﾒｼﾛﾈﾋﾛﾊﾞ,広場,南区檜尾１４２８－２１,泉ヶ丘,南,美木多,0.03
403-166,八田北町ハンゲショウ広場,ﾊﾝﾀﾞｷﾀﾁｮｳﾊﾝｹﾞｼｮｳﾋﾛﾊﾞ,広場,中区八田北町５－２８,原池,中,八田荘,0.01
403-167,草部スギナモ広場,ｸｻﾍﾞｽｷﾞﾅﾓﾋﾛﾊﾞ,広場,西区草部４５１－８,大浜,西,福泉,0.02
403-168,福田オニバス広場,ﾌｸﾀﾞｵﾆﾊﾞｽﾋﾛﾊﾞ,広場,中区福田１１３５－１９,原池,中,福田,0.01
403-169,大野芝町ヤマボウシ広場,ｵｵﾉｼﾊﾞﾁｮｳﾔﾏﾎﾞｳｼﾋﾛﾊﾞ,広場,中区大野芝町３５－２９,原池,中,東百舌鳥,0.01
403-170,原田エメラルド広場,ﾊﾗﾀﾞｴﾒﾗﾙﾄﾞﾋﾛﾊﾞ,広場,西区原田２９６－２,大浜,西,福泉,0.02
403-171,平井ライラック広場,ﾋﾗｲﾗｲﾗｯｸﾋﾛﾊﾞ,広場,中区平井２８－１９,原池,中,久世,0.03
403-172,福田ミズオトギリ広場,ﾌｸﾀﾞﾐｽﾞｵﾄｷﾞﾘﾋﾛﾊﾞ,広場,中区福田７４５-６,原池,中,福田,0.02
403-173,新家町シマトネリコ広場,ｼﾝｹﾁｮｳｼﾏﾄﾈﾘｺﾋﾛﾊﾞ,広場,中区新家町５００－４,原池,中,東百舌鳥,0.01
403-174,上野芝町マツモ広場,ｳｴﾉｼﾊﾞﾁｮｳﾏﾂﾓﾋﾛﾊﾞ,広場,西区上野芝町４丁５８７－２３,大仙,西,上野芝,0.01
403-175,逆瀬川シラカシ広場,ｻｶｾｶﾞﾜｼﾗｶｼﾋﾛﾊﾞ,広場,南区逆瀬川９３７－７,泉ヶ丘,南,上神谷,0.02
403-176,平井ありんこ広場,ﾋﾗｲｱﾘﾝｺﾋﾛﾊﾞ,広場,中区平井５２４－１２,原池,中,久世,0.02
403-177,浜寺南町ビーバー広場,ﾊﾏﾃﾞﾗﾐﾅﾐﾏﾁﾋﾞｰﾊﾞｰﾋﾛﾊﾞ,広場,西区浜寺南町２丁１１８－２７,大浜,西,浜寺昭和,0.01
403-178,原田ブルーヘブン広場,ﾊﾗﾀﾞﾌﾞﾙｰﾍﾌﾞﾝﾋﾛﾊﾞ,広場,西区原田５６－２１,大浜,西,福泉,0.01
403-179,湊駅前公園,ﾐﾅﾄｴｷﾏｴｺｳｴﾝ,広場,堺区出島町２丁１４３－２,大浜,堺,新湊,0.02
403-180,三木閉タヌキラン広場,ﾐｷﾄｼﾞﾀﾇｷﾗﾝﾋﾛﾊﾞ,広場,南区三木閉１５１－３,泉ヶ丘,南,福泉中央,0.02
403-181,辻之キショウブ広場,ﾂｼﾞﾉｷｼｮｳﾌﾞﾋﾛﾊﾞ,広場,中区辻之１３３－３,原池,中,西陶器,0.03
403-182,野々井アカメヤナギ広場,ﾉﾉｲｱｶﾒﾔﾅｷﾞﾋﾛﾊﾞ,広場,南区野々井１２８－２１,泉ヶ丘,南,福泉中央,0.03
403-183,草部リーフゲート広場,ｸｻﾍﾞﾘｰﾌｹﾞｰﾄﾋﾛﾊﾞ,広場,西区草部１５６４－７,大浜,西,福泉,0.02
403-184,草部ホウキギク広場,ｸｻﾍﾞﾎｳｷｷﾞｸﾋﾛﾊﾞ,広場,西区草部６８５－６,大浜,西,福泉上,0.01
403-185,深井沢町オトメソウ広場,ﾌｶｲｻﾜﾏﾁｵﾄﾒｿｳﾋﾛﾊﾞ,広場,中区深井沢町２７８－９,原池,中,東深井,0.01
403-186,深井畑山町ミズナ広場,ﾌｶｲﾊﾀﾔﾏﾁｮｳﾐｽﾞﾅﾋﾛﾊﾞ,広場,中区深井畑山町２５０７－７０,原池,中,東深井,0.03
403-187,浜寺石津町西コムギ広場,ﾊﾏﾃﾞﾗｲｼﾂﾞﾁｮｳﾆｼｺﾑｷﾞﾋﾛﾊﾞ,広場,西区浜寺石津町西４丁２０４－２１６,大浜,西,浜寺石津,0.03
403-188,石津町モクレン広場,ｲｼﾂﾞﾁｮｳﾓｸﾚﾝﾋﾛﾊﾞ,広場,堺区石津町１丁１－３４,大浜,堺,神石,0.01
403-189,百舌鳥梅北町フォーシーズン広場,ﾓｽﾞｳﾒｷﾀﾁｮｳﾌｫｰｼｰｽﾞﾝﾋﾛﾊﾞ,広場,北区百舌鳥梅北町４丁２２２－３１,大浜,北,百舌鳥,0.01
403-190,田園フッキソウ広場,ﾀｿﾞﾉﾌｯｷｿｳﾋﾛﾊﾞ,広場,中区田園９８２－４,原池,中,西陶器,0.03
403-191,東山アオイ広場,ﾋｶﾞｼﾔﾏｱｵｲﾋﾛﾊﾞ,広場,中区東山５９５－５,原池,中,久世,0.03
403-192,草部エリカ広場,ｸｻﾍﾞｴﾘｶﾋﾛﾊﾞ,広場,西区草部１５７９－２,大浜,西,福泉,0.01
403-193,神野町カムカム広場,ｺｳﾉﾁｮｳｶﾑｶﾑﾋﾛﾊﾞ,広場,西区神野町１丁９１５－３,大浜,西,上野芝,0.01
403-194,日置荘西町グリーングラス広場,ﾋｷｼｮｳﾆｼﾏﾁｸﾞﾘｰﾝｸﾞﾗｽﾋﾛﾊﾞ,広場,東区日置荘西町２丁１４９－３,原池,東,日置荘,0.01
403-195,日置荘西町グリーンコリドー広場,ﾋｷｼｮｳﾆｼﾏﾁｸﾞﾘｰﾝｺﾘﾄﾞｰﾋﾛﾊﾞ,広場,東区日置荘西町２丁５１－６,原池,東,日置荘,0.01
403-196,菱木ナノハナ広場,ﾋｼｷﾅﾉﾊﾅﾋﾛﾊﾞ,広場,西区菱木２丁２１７２－２４,大浜,西,福泉,0.02
403-197,白鷺町キンモクセイ広場,ｼﾗｻｷﾞﾁｮｳｷﾝﾓｸｾｲﾋﾛﾊﾞ,広場,東区白鷺町１丁１０７４－１３,原池,東,白鷺,0.03
403-198,南野田ビオラ広場,ﾐﾅﾐﾉﾀﾞﾋﾞｵﾗﾋﾛﾊﾞ,広場,東区南野田６２－４,原池,東,野田,0.03
403-199,上野芝町ミズキ広場,ｳｴﾉｼﾊﾞﾁｮｳﾐｽﾞｷﾋﾛﾊﾞ,広場,西区上野芝町７丁４９１－４５,大浜,西,上野芝,0.02
403-200,東上野芝町パンジー広場,ﾋｶﾞｼｳｴﾉｼﾊﾞﾁｮｳﾊﾟﾝｼﾞｰﾋﾛﾊﾞ,広場,北区東上野芝町２丁４１４－１８,大浜,北,西百舌鳥,0.01
403-201,野遠町アイビー広場,ﾉﾄｵﾁｮｳｱｲﾋﾞｰﾋﾛﾊﾞ,広場,北区野遠町５０３－９,大浜,北,北八下,0.03
403-202,野遠町ルピナス広場,ﾉﾄｵﾁｮｳﾙﾋﾟﾅｽﾋﾛﾊﾞ,広場,北区野遠町６７－４,大浜,北,北八下,0.02
403-203,菱木ハイビスカス広場,ﾋｼｷﾊｲﾋﾞｽｶｽﾋﾛﾊﾞ,広場,西区菱木３丁２５３２－７,大浜,西,福泉,0.02
403-204,檜尾コスモス広場,ﾋﾉｵｺｽﾓｽﾋﾛﾊﾞ,広場,南区檜尾５７５－８,泉ヶ丘,南,美木多,0.03
403-205,南野田ハッピー広場,ﾐﾅﾐﾉﾀﾞﾊｯﾋﾟｰﾋﾛﾊﾞ,広場,東区南野田５０－３,原池,東,野田,0.01
403-206,南野田ハニー広場,ﾐﾅﾐﾉﾀﾞﾊﾆｰﾋﾛﾊﾞ,広場,東区南野田８３－５,原池,東,野田,0.02
403-207,菩提ルミナント広場,ﾎﾞﾀﾞｲﾙﾐﾅﾝﾄﾋﾛﾊﾞ,広場,東区菩提町２丁４９－３２,原池,東,南八下,0.03
403-208,土師町アイ広場,ﾊｾﾞﾁｮｳｱｲﾋﾛﾊﾞ,広場,中区土師町２丁３６１－１２,原池,中,土師,0.01
403-209,美木多上モモ広場,ﾐｷﾀｶﾐﾓﾓﾋﾛﾊﾞ,広場,南区美木多上１７３－１６,泉ヶ丘,南,美木多,0.02
403-210,北花田口町ヒメユズリハ広場,ｷﾀﾊﾅﾀﾞｸﾞﾁﾁｮｳﾋﾒﾕｽﾞﾘﾊﾋﾛﾊﾞ,広場,堺区北花田口町１丁４４－８,大浜,堺,熊野,0.01
403-211,戎島町ヤマモモ広場,ｴﾋﾞｽｼﾞﾏﾁｮｳﾔﾏﾓﾓﾋﾛﾊﾞ,広場,堺区戎島町２丁６２－１０,大浜,堺,市,0.02
403-212,南島町リキュウバイ広場,ﾐﾅﾐｼﾞﾏﾁｮｳﾘｷｭｳﾊﾞｲﾋﾛﾊﾞ,広場,堺区南島町１丁３６－１４,大浜,堺,三宝,0.03
403-213,田出井町ソヨゴ広場,ﾀﾃﾞｲﾁｮｳｿﾖｺﾞﾋﾛﾊﾞ,広場,堺区田出井町６９８番１７４,大浜,堺,三国丘,0.03
403-216,稲葉レモンバーム広場,ｲﾅﾊﾞﾚﾓﾝﾊﾞｰﾑﾋﾛﾊﾞ,広場,南区稲葉３丁３１５－２７,泉ヶ丘,南,福泉中央,0.02
403-217,田出井町スクエア広場,ﾀﾃﾞｲﾁｮｳｽｸｴｱﾋﾛﾊﾞ,広場,堺区田出井町698番194,大浜,堺,三国丘,0.01
403-218,浜寺船尾町西やすらぎ広場,ﾊﾏﾃﾞﾗﾌﾅｵﾁｮｳﾆｼﾔｽﾗｷﾞﾋﾛﾊﾞ,広場,西区浜寺船尾町西３丁３５６－４７,大浜,西,浜寺東,0.02
403-219,浜寺船尾町西すこやか広場,ﾊﾏﾃﾞﾗﾌﾅｵﾁｮｳﾆｼｽｺﾔｶﾞﾋﾛﾊﾞ,広場,西区浜寺船尾町西２丁７９－４４,大浜,西,浜寺東,0.02
404-001,大浜中町まつむしそう公園,ｵｵﾊﾏﾅｶﾏﾁﾏﾂﾑｼｿｳｺｳｴﾝ,街区,堺区大浜中町１丁１５－３,大浜,堺,英彰,0.11
404-002,北庄町わすれなぐさ公園,ｷﾀｼｮｳﾁｮｳﾜｽﾚﾅｸﾞｻｺｳｴﾝ,街区,堺区北庄町１丁２９－３,大浜,堺,錦綾,0.16
404-003,柏木町おじぎそう公園,ｶｼﾜｷﾞﾁｮｳｵｼﾞｷﾞｿｳｺｳｴﾝ,街区,堺区柏木町２丁１２－３,大浜,堺,新湊,0.14
404-004,大仙中町ともえそう公園,ﾀﾞｲｾﾝﾅｶﾏﾁﾄﾓｴｿｳｺｳｴﾝ,幼児,堺区大仙中町７６－２,大浜,堺,大仙,0.06
404-005,浜寺石津町東やまるりそう公園,ﾊﾏﾃﾞﾗｲｼﾂﾞﾁｮｳﾋｶﾞｼﾔﾏﾙﾘｿｳｺｳｴﾝ,幼児,西区浜寺石津町東４丁３３６－７,大浜,西,浜寺石津,0.07
404-006,柏木町いちやくそう公園,ｶｼﾜｷﾞﾁｮｳｲﾁﾔｸｿｳｺｳｴﾝ,街区,堺区柏木町２丁１２－７,大浜,堺,新湊,0.17
404-007,日置荘西町いそぎく公園,ﾋｷｼｮｳﾆｼﾏﾁｲｿｷﾞｸｺｳｴﾝ,幼児,東区日置荘西町３丁２０７－５,原池,東,日置荘,0.09
404-008,錦綾町とうだいぐさ公園,ｷﾝﾘｮｳﾁｮｳﾄｳﾀﾞｲｸﾞｻｺｳｴﾝ,幼児,堺区錦綾町１丁１４－４,大浜,堺,錦綾,0.06
404-009,西野ななみのき公園,ﾆｼﾉﾅﾅﾐﾉｷｺｳｴﾝ,幼児,東区西野３２０－３８,原池,東,登美丘南,0.06
404-010,中茶屋おしろいばな公園,ﾅｶﾁｬﾔｵｼﾛｲﾊﾞﾅｺｴﾝ,幼児,東区中茶屋７７－１４,原池,東,登美丘西,0.06
404-011,下田町たかさごそう公園,ｼﾓﾀﾞﾁｮｳﾀｶｻｺﾞｿｳｺｳｴﾝ,幼児,西区下田町１０３６－４,大浜,西,津久野,0.08
404-012,東上野芝町いわつめくさ公園,ﾋｶﾞｼｳｴﾉｼﾊﾞﾁｮｳｲﾜﾂﾒｸｻｺｳｴﾝ,幼児,北区東上野芝町２丁４６８－５,大浜,北,西百舌鳥,0.09
404-013,深井清水町ひめしゃが公園,ﾌｶｲｼﾐｽﾞﾁｮｳﾋﾒｼｬｶﾞｺｳｴﾝ,幼児,中区深井清水町１４２１－８,原池,中,深井,0.06
404-014,楢葉しらいとそう公園,ﾅﾗﾊﾞｼﾗｲﾄｿｳｺｳｴﾝ,街区,中区楢葉１７０－６,原池,中,久世,0.24
404-016,深井北町いわうめ公園,ﾌｶｲｷﾀﾏﾁｲﾜｳﾒｺｳｴﾝ,街区,中区深井北町１５４４－１４,原池,中,深井,0.15
404-017,八田北町なみきそう公園,ﾊﾝﾀﾞｷﾀﾁｮｳﾅﾐｷｿｳｺｳｴﾝ,街区,中区八田北町６１４－４,原池,中,八田荘,0.11
404-018,日置荘西町きぶねぎく公園,ﾋｷｼｮｳﾆｼﾏﾁｷﾌﾞﾈｷﾞｸｺｳｴﾝ,街区,東区日置荘西町３丁２１４－６,原池,東,日置荘,0.11
404-019,福田みずあおい公園,ﾌｸﾀﾞﾐｽﾞｱｵｲｺｳｴﾝ,広場,中区福田５７１－４,原池,中,福田,0.02
404-020,福田いわざくら公園,ﾌｸﾀﾞｲﾜｻﾞｸﾗｺｳｴﾝ,幼児,中区福田１０４０－７,原池,中,福田,0.04
404-021,新金岡町おだまき公園,ｼﾝｶﾅｵｶﾁｮｳｵﾀﾞﾏｷｺｳｴﾝ,幼児,北区新金岡町２丁５－４８,大浜,北,新金岡,0.07
404-023,堀上町さわぎきょう公園,ﾎﾘｱｹﾞﾁｮｳｻﾜｷﾞｷｮｳｺｳｴﾝ,街区,中区堀上町１４７－６,原池,中,八田荘,0.11
404-024,常磐町いわぎく公園,ﾄｷﾜﾁｮｳｲﾜｷﾞｸｺｳｴﾝ,街区,北区常磐町１丁１－６,大浜,北,東浅香山,0.22
404-025,海山町みやこあざみ公園,ｶｲｻﾝﾁｮｳﾐﾔｺｱｻﾞﾐｺｳｴﾝ,街区,堺区海山町２丁１１６－２,大浜,堺,三宝,0.23
404-026,浜寺南町しこくすみれ広場,ﾊﾏﾃﾞﾗﾐﾅﾐﾏﾁｼｺｸｽﾐﾚﾋﾛﾊﾞ,広場,西区浜寺南町２丁１３８－４,大浜,西,浜寺昭和,0.03
404-027,百舌鳥梅町しゅんらん公園,ﾓｽﾞｳﾒﾏﾁｼｭﾝﾗﾝｺｳｴﾝ,幼児,北区百舌鳥梅町３丁１３－２６,大浜,北,中百舌鳥,0.08
404-028,関茶屋ひめゆり公園,ｾｷﾁｬﾔﾋﾒﾕﾘｺｳｴﾝ,幼児,東区関茶屋６８－６,原池,東,登美丘西,0.03
405-001,蔵前町らんたな公園,ｸﾗﾏｴﾁｮｳﾗﾝﾀﾅｺｳｴﾝ,広場,北区蔵前町３丁１２１９－２,大浜,北,五箇荘東,0.03
405-002,北花田町いわなし公園,ｷﾀﾊﾅﾀﾞﾁｮｳｲﾜﾅｼｺｳｴﾝ,幼児,北区北花田町２丁１８８－１１,大浜,北,五箇荘東,0.04
405-004,大野芝町いわちどり公園,ｵｵﾉｼﾊﾞﾁｮｳｲﾜﾁﾄﾞﾘｺｳｴﾝ,幼児,中区大野芝町１８６－５,原池,中,東百舌鳥,0.06
405-005,高松れいじんそう公園,ﾀｶﾏﾂﾚｲｼﾞﾝｿｳｺｳｴﾝ,幼児,東区高松２３６－３,原池,東,登美丘東,0.03
