全国地方公共団体コード,ID,地方公共団体名,施設名称,施設名称_カナ,施設名称_英字,スペース名称,スペース名称_カナ,スペース名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,ベビーカー貸出,ベビーカー利用,最大収容人数,面積,机の数,椅子の数,電源口数,音響設備の有無,Wi-Fiの有無,基本料金(円/時間),半日料金,1日料金,料金特記事項,最小利用時間,最大利用時間,予約方法,予約URL,予約電話番号,予約メールアドレス,予約可能最短日,予約可能最長日,即時予約可,駐車場情報,飲食可否,飲食の可否の特記事項,URL,画像,画像_ライセンス,図面,利用規約,キャンセル規定,備考
131237,AA0010000142,東京都江戸川区,長島桑川コミュニティ会館,ナガシマクワガワコミュニティカイカン,,スポーツルーム,スポーツルーム,,,,江戸川区東葛西５－３１－１８,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000143,東京都江戸川区,長島桑川コミュニティ会館,ナガシマクワガワコミュニティカイカン,,レクリエーションホール,レクリエーションホール,,,,江戸川区東葛西５－３１－１８,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000144,東京都江戸川区,長島桑川コミュニティ会館,ナガシマクワガワコミュニティカイカン,,健康スタジオ,ケンコウスタジオ,,,,江戸川区東葛西５－３１－１８,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000145,東京都江戸川区,長島桑川コミュニティ会館,ナガシマクワガワコミュニティカイカン,,集会室第1,シュウカイシツダイ1,,,,江戸川区東葛西５－３１－１８,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000146,東京都江戸川区,長島桑川コミュニティ会館,ナガシマクワガワコミュニティカイカン,,集会室第2,シュウカイシツダイ2,,,,江戸川区東葛西５－３１－１８,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000147,東京都江戸川区,長島桑川コミュニティ会館,ナガシマクワガワコミュニティカイカン,,集会室第3,シュウカイシツダイ3,,,,江戸川区東葛西５－３１－１８,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000148,東京都江戸川区,長島桑川コミュニティ会館,ナガシマクワガワコミュニティカイカン,,集会室第4,シュウカイシツダイ4,,,,江戸川区東葛西５－３１－１８,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000149,東京都江戸川区,長島桑川コミュニティ会館,ナガシマクワガワコミュニティカイカン,,和室,ワシツ,,,,江戸川区東葛西５－３１－１８,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000150,東京都江戸川区,長島桑川コミュニティ会館,ナガシマクワガワコミュニティカイカン,,音楽室,オンガクシツ,,,,江戸川区東葛西５－３１－１８,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000151,東京都江戸川区,船堀コミュニティ会館,フナボリコミュニティカイカン,,集会室第1,シュウカイシツダイ1,,,,江戸川区船堀１－３－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000152,東京都江戸川区,船堀コミュニティ会館,フナボリコミュニティカイカン,,集会室第2,シュウカイシツダイ2,,,,江戸川区船堀１－３－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000153,東京都江戸川区,船堀コミュニティ会館,フナボリコミュニティカイカン,,集会室第3,シュウカイシツダイ3,,,,江戸川区船堀１－３－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000154,東京都江戸川区,船堀コミュニティ会館,フナボリコミュニティカイカン,,集会室第4,シュウカイシツダイ4,,,,江戸川区船堀１－３－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000155,東京都江戸川区,船堀コミュニティ会館,フナボリコミュニティカイカン,,集会室第5,シュウカイシツダイ5,,,,江戸川区船堀１－３－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000156,東京都江戸川区,船堀コミュニティ会館,フナボリコミュニティカイカン,,集会室第6,シュウカイシツダイ6,,,,江戸川区船堀１－３－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000157,東京都江戸川区,船堀コミュニティ会館,フナボリコミュニティカイカン,,和室第1,ワシツダイ1,,,,江戸川区船堀１－３－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000158,東京都江戸川区,船堀コミュニティ会館,フナボリコミュニティカイカン,,和室第2,ワシツダイ2,,,,江戸川区船堀１－３－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000159,東京都江戸川区,船堀コミュニティ会館,フナボリコミュニティカイカン,,レクリエーションホール（卓球室）,レクリエーションホール（タッキュウシツ）,,,,江戸川区船堀１－３－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000160,東京都江戸川区,小岩区民館,コイワクミンカン,,集会室第1,シュウカイシツダイ1,,,,江戸川区東小岩６－９－１４,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000161,東京都江戸川区,小岩区民館,コイワクミンカン,,集会室第2,シュウカイシツダイ2,,,,江戸川区東小岩６－９－１４,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000162,東京都江戸川区,小岩区民館,コイワクミンカン,,和室,ワシツ,,,,江戸川区東小岩６－９－１４,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000163,東京都江戸川区,小岩区民館,コイワクミンカン,,講座講習室,コウザコウシュウシツ,,,,江戸川区東小岩６－９－１４,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000164,東京都江戸川区,小岩区民館,コイワクミンカン,,くつろぎの間,クツロギノマ,,,,江戸川区東小岩６－９－１４,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000165,東京都江戸川区,小岩区民館,コイワクミンカン,,レクリエーションホール,レクリエーションホール,,,,江戸川区東小岩６－９－１４,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000166,東京都江戸川区,小岩アーバンプラザ,コイワアーバンプラザ,,ホール,ホール,,,,江戸川区北小岩１－１７－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000167,東京都江戸川区,小岩アーバンプラザ,コイワアーバンプラザ,,第1楽屋,ダイ1ガクヤ,,,,江戸川区北小岩１－１７－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000168,東京都江戸川区,小岩アーバンプラザ,コイワアーバンプラザ,,第2楽屋,ダイ2ガクヤ,,,,江戸川区北小岩１－１７－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000169,東京都江戸川区,小岩アーバンプラザ,コイワアーバンプラザ,,第3楽屋,ダイ3ガクヤ,,,,江戸川区北小岩１－１７－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000170,東京都江戸川区,小岩アーバンプラザ,コイワアーバンプラザ,,集会室第1,シュウカイシツダイ1,,,,江戸川区北小岩１－１７－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000171,東京都江戸川区,小岩アーバンプラザ,コイワアーバンプラザ,,集会室第2,シュウカイシツダイ2,,,,江戸川区北小岩１－１７－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000172,東京都江戸川区,小岩アーバンプラザ,コイワアーバンプラザ,,講習室,コウシュウシツ,,,,江戸川区北小岩１－１７－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000173,東京都江戸川区,小岩アーバンプラザ,コイワアーバンプラザ,,和室,ワシツ,,,,江戸川区北小岩１－１７－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000174,東京都江戸川区,小岩アーバンプラザ,コイワアーバンプラザ,,健康スタジオ,ケンコウスタジオ,,,,江戸川区北小岩１－１７－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000175,東京都江戸川区,小岩アーバンプラザ,コイワアーバンプラザ,,展示ギャラリー,テンジギャラリー,,,,江戸川区北小岩１－１７－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000176,東京都江戸川区,小岩アーバンプラザ,コイワアーバンプラザ,,健康ルーム,ケンコウルーム,,,,江戸川区北小岩１－１７－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000177,東京都江戸川区,小岩アーバンプラザ,コイワアーバンプラザ,,スカイプール,スカイプール,,,,江戸川区北小岩１－１７－１,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000178,東京都江戸川区,西小岩コミュニティ会館,ニシコイワコミュニティカイカン,,スポーツルーム,スポーツルーム,,,,江戸川区西小岩４－３－２２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000179,東京都江戸川区,西小岩コミュニティ会館,ニシコイワコミュニティカイカン,,集会室第1,シュウカイシツダイ1,,,,江戸川区西小岩４－３－２２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000180,東京都江戸川区,西小岩コミュニティ会館,ニシコイワコミュニティカイカン,,集会室第2,シュウカイシツダイ2,,,,江戸川区西小岩４－３－２２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000181,東京都江戸川区,西小岩コミュニティ会館,ニシコイワコミュニティカイカン,,集会室第3,シュウカイシツダイ3,,,,江戸川区西小岩４－３－２２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000182,東京都江戸川区,西小岩コミュニティ会館,ニシコイワコミュニティカイカン,,集会室第4,シュウカイシツダイ4,,,,江戸川区西小岩４－３－２２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000183,東京都江戸川区,西小岩コミュニティ会館,ニシコイワコミュニティカイカン,,和室,ワシツ,,,,江戸川区西小岩４－３－２２,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000184,東京都江戸川区,北小岩コミュニティ会館,キタコイワコミュニティカイカン,,スポーツルーム,スポーツルーム,,,,江戸川区北小岩６－３５－１７,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000185,東京都江戸川区,北小岩コミュニティ会館,キタコイワコミュニティカイカン,,集会室第1,シュウカイシツダイ1,,,,江戸川区北小岩６－３５－１７,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000186,東京都江戸川区,北小岩コミュニティ会館,キタコイワコミュニティカイカン,,集会室第2,シュウカイシツダイ2,,,,江戸川区北小岩６－３５－１７,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000187,東京都江戸川区,北小岩コミュニティ会館,キタコイワコミュニティカイカン,,集会室第3,シュウカイシツダイ3,,,,江戸川区北小岩６－３５－１７,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000188,東京都江戸川区,北小岩コミュニティ会館,キタコイワコミュニティカイカン,,集会室第4,シュウカイシツダイ4,,,,江戸川区北小岩６－３５－１７,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000189,東京都江戸川区,北小岩コミュニティ会館,キタコイワコミュニティカイカン,,集会室第5,シュウカイシツダイ5,,,,江戸川区北小岩６－３５－１７,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000190,東京都江戸川区,北小岩コミュニティ会館,キタコイワコミュニティカイカン,,集会室第6,シュウカイシツダイ6,,,,江戸川区北小岩６－３５－１７,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000191,東京都江戸川区,北小岩コミュニティ会館,キタコイワコミュニティカイカン,,和室第1,ワシツダイ1,,,,江戸川区北小岩６－３５－１７,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000192,東京都江戸川区,北小岩コミュニティ会館,キタコイワコミュニティカイカン,,和室第2,ワシツダイ2,,,,江戸川区北小岩６－３５－１７,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000193,東京都江戸川区,北小岩コミュニティ会館,キタコイワコミュニティカイカン,,音楽室,オンガクシツ,,,,江戸川区北小岩６－３５－１７,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000194,東京都江戸川区,北小岩コミュニティ会館,キタコイワコミュニティカイカン,,子ども広場,コドモヒロバ,,,,江戸川区北小岩６－３５－１７,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000195,東京都江戸川区,南小岩コミュニティ会館,ミナミコイワコミュニティカイカン,,スポーツルーム,スポーツルーム,,,,江戸川区南小岩７－１７－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000196,東京都江戸川区,南小岩コミュニティ会館,ミナミコイワコミュニティカイカン,,集会室第1,シュウカイシツダイ1,,,,江戸川区南小岩７－１７－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000197,東京都江戸川区,南小岩コミュニティ会館,ミナミコイワコミュニティカイカン,,集会室第2,シュウカイシツダイ2,,,,江戸川区南小岩７－１７－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000198,東京都江戸川区,南小岩コミュニティ会館,ミナミコイワコミュニティカイカン,,集会室第3,シュウカイシツダイ3,,,,江戸川区南小岩７－１７－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000199,東京都江戸川区,南小岩コミュニティ会館,ミナミコイワコミュニティカイカン,,和室,ワシツ,,,,江戸川区南小岩７－１７－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000200,東京都江戸川区,上一色コミュニティセンター,カミイッシキコミュニティセンター,,集会室,シュウカイシツ,,,,江戸川区上一色２－６－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000201,東京都江戸川区,上一色コミュニティセンター,カミイッシキコミュニティセンター,,ふれあいルーム,フレアイルーム,,,,江戸川区上一色２－６－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000202,東京都江戸川区,上一色コミュニティセンター,カミイッシキコミュニティセンター,,レクリエーションホール,レクリエーションホール,,,,江戸川区上一色２－６－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000203,東京都江戸川区,上一色コミュニティセンター,カミイッシキコミュニティセンター,,和室,ワシツ,,,,江戸川区上一色２－６－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000204,東京都江戸川区,上一色コミュニティセンター,カミイッシキコミュニティセンター,,多目的室,タモクテキシツ,,,,江戸川区上一色２－６－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
131237,AA0010000205,東京都江戸川区,上一色コミュニティセンター,カミイッシキコミュニティセンター,,くつろぎの間,クツロギノマ,,,,江戸川区上一色２－６－１０,,,,,,,,,,,,,,,,,,,09:00,21:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターネット,https://www.shisetsuyoyaku.city.edogawa.tokyo.jp/user/Home,,,,,,,,,,,,,,,
